,Unnamed: 0,id,tstamp,userdomain,src,dst,usr,domain,redteam,day,hour_cyclical,hour_encoded
71,71,149,749000,U9947@DOM1,C17693,C19803,U9947,DOM1,,9,17.0,917.0
72,72,150,749054,U9947@DOM1,C17693,C19803,U9947,DOM1,,9,17.0,917.0
73,73,151,749816,U3718@DOM1,C17693,C9692,U3718,DOM1,,9,17.0,917.0
74,74,152,749823,U9947@DOM1,C17693,C7131,U9947,DOM1,,9,17.0,917.0
75,75,153,750304,U2575@DOM1,C17693,C8172,U2575,DOM1,,9,17.0,917.0
76,76,154,750307,U342@DOM1,C17693,C7503,U342,DOM1,,9,17.0,917.0
77,77,155,750419,U342@DOM1,C17693,C7503,U342,DOM1,,9,17.0,917.0
78,78,156,751373,U737@DOM1,C17693,C7597,U737,DOM1,,9,17.0,917.0
79,79,157,751918,U737@DOM1,C17693,C2578,U737,DOM1,,9,17.0,917.0
80,80,158,752606,U6572@DOM1,C17693,C90,U6572,DOM1,,9,18.0,918.0
81,81,159,752613,U737@DOM1,C17693,C21814,U737,DOM1,,9,18.0,918.0
82,82,160,752892,U2575@DOM1,C17693,C1477,U2575,DOM1,,9,18.0,918.0
83,83,161,753250,U9763@DOM1,C17693,C21814,U9763,DOM1,,9,18.0,918.0
84,84,162,753336,U162@DOM1,C17693,C4845,U162,DOM1,,9,18.0,918.0
85,85,163,754096,U162@DOM1,C17693,C3292,U162,DOM1,,9,18.0,918.0
86,86,164,754601,U2575@DOM1,C17693,C7597,U2575,DOM1,,9,18.0,918.0
87,87,165,754921,U314@DOM1,C17693,C2914,U314,DOM1,,9,18.0,918.0
88,88,166,755200,U737@DOM1,C17693,C19356,U737,DOM1,,9,18.0,918.0
89,89,167,755904,U162@DOM1,C17693,C798,U162,DOM1,,9,18.0,918.0
90,90,168,756149,U737@DOM1,C17693,C302,U737,DOM1,,9,19.0,919.0
91,91,169,757235,U737@DOM1,C17693,C1125,U737,DOM1,,9,19.0,919.0
92,92,170,757456,U737@DOM1,C17693,C3437,U737,DOM1,,9,19.0,919.0
93,93,171,757625,U642@DOM1,C17693,C2648,U642,DOM1,,9,19.0,919.0
94,94,172,757755,U642@DOM1,C17693,C2648,U642,DOM1,,9,19.0,919.0
95,95,173,758430,U737@DOM1,C17693,C6513,U737,DOM1,,9,19.0,919.0
96,96,174,758915,U737@DOM1,C17693,C15197,U737,DOM1,,9,19.0,919.0
97,97,175,759396,U3635@DOM1,C17693,C17806,U3635,DOM1,,9,19.0,919.0
98,98,176,760075,U1653@DOM1,C17693,C395,U1653,DOM1,,9,20.0,920.0
99,99,177,760132,U1653@DOM1,C17693,C754,U1653,DOM1,,9,20.0,920.0
100,100,178,760148,U1653@DOM1,C17693,C706,U1653,DOM1,,9,20.0,920.0
101,101,179,760168,U1653@DOM1,C17693,C231,U1653,DOM1,,9,20.0,920.0
102,102,180,760175,U1653@DOM1,C17693,C2669,U1653,DOM1,,9,20.0,920.0
103,103,181,760196,U3635@DOM1,C17693,C16467,U3635,DOM1,,9,20.0,920.0
104,104,182,760388,U342@DOM1,C17693,C6487,U342,DOM1,,9,20.0,920.0
105,105,183,760473,U342@DOM1,C17693,C6487,U342,DOM1,,9,20.0,920.0
106,106,184,760694,U342@DOM1,C17693,C113,U342,DOM1,,9,20.0,920.0
107,107,185,760807,U3635@DOM1,C17693,C2816,U3635,DOM1,,9,20.0,920.0
108,108,186,761028,U342@DOM1,C17693,C458,U342,DOM1,,9,20.0,920.0
109,109,187,761039,U3635@DOM1,C17693,C21664,U3635,DOM1,,9,20.0,920.0
110,110,188,761134,U3635@DOM1,C17693,C2085,U3635,DOM1,,9,20.0,920.0
111,111,189,761173,U342@DOM1,C17693,C3586,U342,DOM1,,9,20.0,920.0
112,112,190,761524,U3635@DOM1,C17693,C19444,U3635,DOM1,,9,20.0,920.0
113,113,191,762009,U3635@DOM1,C17693,C917,U3635,DOM1,,9,20.0,920.0
114,114,192,762157,U3635@DOM1,C17693,C917,U3635,DOM1,,9,20.0,920.0
115,115,193,762536,U3635@DOM1,C17693,C12682,U3635,DOM1,,9,20.0,920.0
116,116,194,762568,U3635@DOM1,C17693,C12682,U3635,DOM1,,9,20.0,920.0
117,117,195,762834,U3635@DOM1,C17693,C2091,U3635,DOM1,,9,20.0,920.0
118,118,196,762845,U3635@DOM1,C17693,C1506,U3635,DOM1,,9,20.0,920.0
119,119,315,773153,U4112@DOM1,C17693,C3758,U4112,DOM1,,9,23.0,923.0
120,120,197,763783,U3635@DOM1,C17693,C12512,U3635,DOM1,,9,21.0,921.0
121,121,198,764106,U293@DOM1,C17693,C231,U293,DOM1,,9,21.0,921.0
122,122,199,764120,U293@DOM1,C17693,C706,U293,DOM1,,9,21.0,921.0
123,123,200,764133,U293@DOM1,C17693,C882,U293,DOM1,,9,21.0,921.0
124,124,201,764140,U1480@DOM1,C17693,C881,U1480,DOM1,,9,21.0,921.0
125,125,202,764180,U1480@DOM1,C17693,C2388,U1480,DOM1,,9,21.0,921.0
126,126,203,764249,U293@DOM1,C17693,C46,U293,DOM1,,9,21.0,921.0
127,127,204,764281,U293@DOM1,C17693,C883,U293,DOM1,,9,21.0,921.0
128,128,205,764284,U1480@DOM1,C17693,C1191,U1480,DOM1,,9,21.0,921.0
129,129,206,764310,U1480@DOM1,C17693,C5653,U1480,DOM1,,9,21.0,921.0
130,130,207,764405,U293@DOM1,C17693,C633,U293,DOM1,,9,21.0,921.0
131,131,208,764522,U1480@DOM1,C17693,C1183,U1480,DOM1,,9,21.0,921.0
132,132,209,764561,U293@DOM1,C17693,C2844,U293,DOM1,,9,21.0,921.0
133,133,210,764570,U1480@DOM1,C17693,C1776,U1480,DOM1,,9,21.0,921.0
134,134,211,764595,U1480@DOM1,C17693,C464,U1480,DOM1,,9,21.0,921.0
135,135,212,764673,U293@DOM1,C17693,C5453,U293,DOM1,,9,21.0,921.0
136,136,213,764752,U293@DOM1,C17693,C4161,U293,DOM1,,9,21.0,921.0
137,137,214,764900,U293@DOM1,C17693,C513,U293,DOM1,,9,21.0,921.0
138,138,215,764929,U1480@DOM1,C17693,C1,U1480,DOM1,,9,21.0,921.0
139,139,216,764943,U1480@DOM1,C17693,C1776,U1480,DOM1,,9,21.0,921.0
140,140,217,765016,U293@DOM1,C17693,C1215,U293,DOM1,,9,21.0,921.0
141,141,218,765175,U293@DOM1,C17693,C2849,U293,DOM1,,9,21.0,921.0
142,142,219,765231,U1480@DOM1,C17693,C2012,U1480,DOM1,,9,21.0,921.0
143,143,220,765278,U293@DOM1,C17693,C3455,U293,DOM1,,9,21.0,921.0
144,144,221,765488,U293@DOM1,C17693,C4159,U293,DOM1,,9,21.0,921.0
145,145,222,765776,U162@DOM1,C17693,C1006,U162,DOM1,,9,21.0,921.0
146,146,223,765788,U162@DOM1,C17693,C92,U162,DOM1,,9,21.0,921.0
147,147,224,765805,U293@DOM1,C17693,C801,U293,DOM1,,9,21.0,921.0
148,148,225,765817,U162@DOM1,C17693,C1022,U162,DOM1,,9,21.0,921.0
149,149,226,765934,U314@DOM1,C17693,C2914,U314,DOM1,,9,21.0,921.0
150,150,343,1068312,U12@DOM1,C17693,C366,U12,DOM1,,13,9.0,139.0
151,151,227,765960,U293@DOM1,C17693,C11039,U293,DOM1,,9,21.0,921.0
152,152,228,766132,U293@DOM1,C17693,C1737,U293,DOM1,,9,21.0,921.0
153,153,229,766150,U293@DOM1,C17693,C1710,U293,DOM1,,9,21.0,921.0
154,154,230,766164,U293@DOM1,C17693,C231,U293,DOM1,,9,21.0,921.0
155,155,231,766183,U293@DOM1,C17693,C395,U293,DOM1,,9,21.0,921.0
156,156,232,766534,U162@DOM1,C17693,C3435,U162,DOM1,,9,21.0,921.0
157,157,233,766588,U162@DOM1,C17693,C3435,U162,DOM1,,9,21.0,921.0
158,158,234,766788,U66@DOM1,C17693,C3435,U66,DOM1,,9,21.0,921.0
159,159,235,766846,U66@DOM1,C17693,C61,U66,DOM1,,9,22.0,922.0
160,160,236,766879,U1164@DOM1,C17693,C2091,U1164,DOM1,,9,22.0,922.0
161,161,237,767001,U66@DOM1,C17693,C307,U66,DOM1,,9,22.0,922.0
162,162,238,767180,U66@DOM1,C17693,C3699,U66,DOM1,,9,22.0,922.0
163,163,239,767187,U2837@DOM1,C17693,C395,U2837,DOM1,,9,22.0,922.0
164,164,240,767195,U2837@DOM1,C17693,C2519,U2837,DOM1,,9,22.0,922.0
165,165,241,767205,U2837@DOM1,C17693,C1784,U2837,DOM1,,9,22.0,922.0
166,166,242,767225,U2837@DOM1,C17693,C1784,U2837,DOM1,,9,22.0,922.0
167,167,243,767233,U2837@DOM1,C17693,C8490,U2837,DOM1,,9,22.0,922.0
168,168,244,767238,U2837@DOM1,C17693,C1484,U2837,DOM1,,9,22.0,922.0
169,169,245,767246,U2837@DOM1,C17693,C89,U2837,DOM1,,9,22.0,922.0
170,170,246,767288,U66@DOM1,C17693,C3755,U66,DOM1,,9,22.0,922.0
171,171,247,767289,U7394@DOM1,C17693,C492,U7394,DOM1,,9,22.0,922.0
172,172,248,767300,U7394@DOM1,C17693,C1797,U7394,DOM1,,9,22.0,922.0
173,173,249,767320,U7394@DOM1,C17693,C1797,U7394,DOM1,,9,22.0,922.0
174,174,250,767445,U4353@DOM1,C17693,C801,U4353,DOM1,,9,22.0,922.0
175,175,251,767813,U66@DOM1,C17693,C2944,U66,DOM1,,9,22.0,922.0
176,176,252,767865,U4353@DOM1,C17693,C2519,U4353,DOM1,,9,22.0,922.0
177,177,253,767944,U4353@DOM1,C17693,C17636,U4353,DOM1,,9,22.0,922.0
178,178,254,768006,U1048@DOM1,C17693,C12320,U1048,DOM1,,9,22.0,922.0
179,179,255,768058,U4353@DOM1,C17693,C17636,U4353,DOM1,,9,22.0,922.0
180,180,256,768162,U4353@DOM1,C17693,C18190,U4353,DOM1,,9,22.0,922.0
181,181,257,768220,U4353@DOM1,C17693,C18190,U4353,DOM1,,9,22.0,922.0
182,182,258,768373,U4353@DOM1,C17693,C21349,U4353,DOM1,,9,22.0,922.0
183,183,259,768404,U66@DOM1,C17693,C2196,U66,DOM1,,9,22.0,922.0
184,184,260,768546,U4353@DOM1,C17693,C17860,U4353,DOM1,,9,22.0,922.0
185,185,262,768634,U66@DOM1,C17693,C306,U66,DOM1,,9,22.0,922.0
186,186,263,768636,U5254@DOM1,C17693,C12320,U5254,DOM1,,9,22.0,922.0
187,187,264,768646,U4353@DOM1,C17693,C17636,U4353,DOM1,,9,22.0,922.0
188,188,265,768664,U4353@DOM1,C17693,C17636,U4353,DOM1,,9,22.0,922.0
189,189,266,768685,U4353@DOM1,C17693,C17776,U4353,DOM1,,9,22.0,922.0
190,190,267,768742,U66@DOM1,C17693,C1944,U66,DOM1,,9,22.0,922.0
191,191,268,768832,U995@DOM1,C17693,C3173,U995,DOM1,,9,22.0,922.0
192,192,269,768847,U995@DOM1,C17693,C2058,U995,DOM1,,9,22.0,922.0
193,193,270,769022,U8601@DOM1,C17693,C636,U8601,DOM1,,9,22.0,922.0
194,194,271,769067,U1048@DOM1,C17693,C2846,U1048,DOM1,,9,22.0,922.0
195,195,272,769069,U5254@DOM1,C17693,C636,U5254,DOM1,,9,22.0,922.0
196,196,273,769094,U66@DOM1,C17693,C1732,U66,DOM1,,9,22.0,922.0
197,197,274,769149,U1048@DOM1,C17693,C2846,U1048,DOM1,,9,22.0,922.0
198,198,275,769352,U66@DOM1,C17693,C1028,U66,DOM1,,9,22.0,922.0
199,199,276,769431,U1048@DOM1,C17693,C231,U1048,DOM1,,9,22.0,922.0
200,200,277,769440,U1048@DOM1,C17693,C706,U1048,DOM1,,9,22.0,922.0
201,201,278,769461,U1048@DOM1,C17693,C7464,U1048,DOM1,,9,22.0,922.0
202,202,279,769507,U66@DOM1,C17693,C1823,U66,DOM1,,9,22.0,922.0
203,203,280,769626,U1048@DOM1,C17693,C13713,U1048,DOM1,,9,22.0,922.0
204,204,281,769638,U66@DOM1,C17693,C779,U66,DOM1,,9,22.0,922.0
205,205,282,769751,U66@DOM1,C17693,C3305,U66,DOM1,,9,22.0,922.0
206,206,283,769822,U1048@DOM1,C17693,C20455,U1048,DOM1,,9,22.0,922.0
207,207,284,769933,U66@DOM1,C17693,C1952,U66,DOM1,,9,22.0,922.0
208,208,285,770056,U66@DOM1,C17693,C2388,U66,DOM1,,9,22.0,922.0
209,209,286,770115,U7375@DOM1,C17693,C2519,U7375,DOM1,,9,22.0,922.0
210,210,287,770138,U737@DOM1,C17693,C7597,U737,DOM1,,9,22.0,922.0
211,211,288,770222,U9763@DOM1,C17693,C11178,U9763,DOM1,,9,22.0,922.0
212,212,289,770387,U7375@DOM1,C17693,C1415,U7375,DOM1,,9,22.0,922.0
213,213,290,770512,U4448@DOM1,C17693,C11178,U4448,DOM1,,9,23.0,923.0
214,214,291,770601,U7375@DOM1,C17693,C636,U7375,DOM1,,9,23.0,923.0
215,215,292,770651,U66@DOM1,C17693,C765,U66,DOM1,,9,23.0,923.0
216,216,293,770726,U7375@DOM1,C17693,C7782,U7375,DOM1,,9,23.0,923.0
217,217,294,770816,U66@DOM1,C17693,C92,U66,DOM1,,9,23.0,923.0
218,218,295,770870,U7375@DOM1,C17693,C21946,U7375,DOM1,,9,23.0,923.0
219,219,296,770932,U7375@DOM1,C17693,C143,U7375,DOM1,,9,23.0,923.0
220,220,297,770950,U66@DOM1,C17693,C742,U66,DOM1,,9,23.0,923.0
221,221,298,771133,U7375@DOM1,C17693,C1626,U7375,DOM1,,9,23.0,923.0
222,222,299,771134,U4448@DOM1,C17693,C1555,U4448,DOM1,,9,23.0,923.0
223,223,300,771340,U9763@DOM1,C17693,C353,U9763,DOM1,,9,23.0,923.0
224,224,301,771380,U9763@DOM1,C17693,C1089,U9763,DOM1,,9,23.0,923.0
225,225,302,771393,U9763@DOM1,C17693,C2057,U9763,DOM1,,9,23.0,923.0
226,226,303,771401,U9763@DOM1,C17693,C1503,U9763,DOM1,,9,23.0,923.0
227,227,304,771443,U4448@DOM1,C17693,C1503,U4448,DOM1,,9,23.0,923.0
228,228,305,771463,U4448@DOM1,C17693,C400,U4448,DOM1,,9,23.0,923.0
229,229,306,771615,U4448@DOM1,C17693,C2519,U4448,DOM1,,9,23.0,923.0
230,230,307,771631,U4448@DOM1,C17693,C1549,U4448,DOM1,,9,23.0,923.0
231,231,308,772253,U66@DOM1,C17693,C5653,U66,DOM1,,9,23.0,923.0
232,232,309,772715,U66@DOM1,C17693,C5653,U66,DOM1,,9,23.0,923.0
233,233,310,772864,U66@DOM1,C17693,C398,U66,DOM1,,9,23.0,923.0
234,234,311,772906,U218@DOM1,C17693,C3755,U218,DOM1,,9,23.0,923.0
235,235,312,772934,U218@DOM1,C17693,C2079,U218,DOM1,,9,23.0,923.0
236,236,313,772964,U218@DOM1,C17693,C1936,U218,DOM1,,9,23.0,923.0
237,237,314,773143,U4112@DOM1,C17693,C1611,U4112,DOM1,,9,23.0,923.0
238,238,316,773270,U4978@DOM1,C17693,C12116,U4978,DOM1,,9,23.0,923.0
239,239,317,773387,U4978@DOM1,C17693,C1438,U4978,DOM1,,9,23.0,923.0
240,240,318,773961,U66@DOM1,C17693,C765,U66,DOM1,,9,23.0,923.0
241,241,319,774180,U66@DOM1,C17693,C1710,U66,DOM1,,9,24.0,924.0
242,242,320,774214,U66@DOM1,C17693,C1966,U66,DOM1,,9,24.0,924.0
243,243,321,774452,U66@DOM1,C17693,C2388,U66,DOM1,,9,24.0,924.0
244,244,322,774492,U162@DOM1,C17693,C2388,U162,DOM1,,9,24.0,924.0
245,245,323,774514,U218@DOM1,C17693,C2388,U218,DOM1,,9,24.0,924.0
246,246,324,830548,U1653@DOM1,C22409,C754,U1653,DOM1,,10,15.0,1015.0
247,247,325,830548,U1653@DOM1,C22409,C754,U1653,DOM1,,10,15.0,1015.0
248,248,326,830548,U1653@DOM1,C22409,C754,U1653,DOM1,,10,15.0,1015.0
249,249,327,830548,U1653@DOM1,C22409,C754,U1653,DOM1,,10,15.0,1015.0
250,250,328,830548,U1653@DOM1,C22409,C754,U1653,DOM1,,10,15.0,1015.0
251,251,329,830550,U1653@DOM1,C22409,C754,U1653,DOM1,,10,15.0,1015.0
252,252,330,830578,U1653@DOM1,C22409,C754,U1653,DOM1,,10,15.0,1015.0
253,253,331,830578,U1653@DOM1,C22409,C754,U1653,DOM1,,10,15.0,1015.0
254,254,332,830578,U1653@DOM1,C22409,C754,U1653,DOM1,,10,15.0,1015.0
255,255,333,830578,U1653@DOM1,C22409,C754,U1653,DOM1,,10,15.0,1015.0
256,256,334,830580,U1653@DOM1,C22409,C754,U1653,DOM1,,10,15.0,1015.0
257,257,335,830580,U1653@DOM1,C22409,C754,U1653,DOM1,,10,15.0,1015.0
258,258,336,830822,U1653@DOM1,C22409,C754,U1653,DOM1,,10,15.0,1015.0
259,259,337,830822,U1653@DOM1,C22409,C754,U1653,DOM1,,10,15.0,1015.0
260,260,338,830822,U1653@DOM1,C22409,C754,U1653,DOM1,,10,15.0,1015.0
261,261,339,1066394,U66@DOM1,C17693,C3610,U66,DOM1,,13,9.0,139.0
262,262,340,1066725,U66@DOM1,C17693,C881,U66,DOM1,,13,9.0,139.0
263,263,341,1066734,U66@DOM1,C17693,C1482,U66,DOM1,,13,9.0,139.0
264,264,342,1066786,U66@DOM1,C17693,C2388,U66,DOM1,,13,9.0,139.0
265,265,344,1068390,U66@DOM1,C17693,C3813,U66,DOM1,,13,9.0,139.0
266,266,345,1068507,U66@DOM1,C17693,C4610,U66,DOM1,,13,9.0,139.0
267,267,346,1068638,U66@DOM1,C17693,C626,U66,DOM1,,13,9.0,139.0
268,268,347,1068692,U66@DOM1,C17693,C626,U66,DOM1,,13,9.0,139.0
269,269,348,1068753,U66@DOM1,C17693,C626,U66,DOM1,,13,9.0,139.0
270,270,349,1068810,U66@DOM1,C17693,C1191,U66,DOM1,,13,9.0,139.0
271,271,350,1068887,U12@DOM1,C17693,C368,U12,DOM1,,13,9.0,139.0
272,272,351,1069035,U66@DOM1,C17693,C1006,U66,DOM1,,13,9.0,139.0
273,273,352,1069965,U66@DOM1,C17693,C3755,U66,DOM1,,13,10.0,1310.0
274,274,353,1070004,U1723@DOM1,C17693,C1438,U1723,DOM1,,13,10.0,1310.0
275,275,354,1070020,U1723@DOM1,C17693,C1438,U1723,DOM1,,13,10.0,1310.0
276,276,355,1070026,U1723@DOM1,C17693,C1438,U1723,DOM1,,13,10.0,1310.0
277,277,356,1070066,U4448@DOM1,C17693,C1438,U4448,DOM1,,13,10.0,1310.0
278,278,357,1070076,U4448@DOM1,C17693,C1438,U4448,DOM1,,13,10.0,1310.0
279,279,358,1070100,U5254@DOM1,C17693,C1438,U5254,DOM1,,13,10.0,1310.0
280,280,359,1070107,U66@DOM1,C17693,C398,U66,DOM1,,13,10.0,1310.0
281,281,360,1070146,U3635@DOM1,C17693,C1438,U3635,DOM1,,13,10.0,1310.0
282,282,361,1070182,U2575@DOM1,C17693,C1438,U2575,DOM1,,13,10.0,1310.0
283,283,362,1070204,U4112@DOM1,C17693,C1438,U4112,DOM1,,13,10.0,1310.0
284,284,363,1070442,U342@DOM1,C17693,C2519,U342,DOM1,,13,10.0,1310.0
285,285,364,1070496,U342@DOM1,C17693,C2519,U342,DOM1,,13,10.0,1310.0
286,286,365,1071248,U66@DOM1,C17693,C5653,U66,DOM1,,13,10.0,1310.0
287,287,366,1071508,U13@DOM1,C17693,C430,U13,DOM1,,13,10.0,1310.0
288,288,367,1071580,U12@DOM1,C17693,C368,U12,DOM1,,13,10.0,1310.0
289,289,368,1072230,U13@DOM1,C17693,C3288,U13,DOM1,,13,10.0,1310.0
290,290,369,1072237,U66@DOM1,C17693,C92,U66,DOM1,,13,10.0,1310.0
291,291,370,1072316,U1289@DOM1,C17693,C2519,U1289,DOM1,,13,10.0,1310.0
292,292,371,1072375,U66@DOM1,C17693,C5653,U66,DOM1,,13,10.0,1310.0
293,293,372,1072432,U2575@DOM1,C17693,C2519,U2575,DOM1,,13,10.0,1310.0
294,294,373,1072444,U1289@DOM1,C17693,C2519,U1289,DOM1,,13,10.0,1310.0
295,295,374,1072594,U218@DOM1,C17693,C3288,U218,DOM1,,13,10.0,1310.0
296,296,375,1072660,U3277@C2519,C17693,C2519,U3277,C2519,,13,10.0,1310.0
297,297,376,1072662,U66@DOM1,C17693,C3288,U66,DOM1,,13,10.0,1310.0
298,298,377,1072710,U342@DOM1,C17693,C2519,U342,DOM1,,13,10.0,1310.0
299,299,378,1072860,U342@DOM1,C17693,C2519,U342,DOM1,,13,11.0,1311.0
300,300,379,1072904,U66@DOM1,C17693,C849,U66,DOM1,,13,11.0,1311.0
301,301,380,1072952,U1519@DOM1,C17693,C849,U1519,DOM1,,13,11.0,1311.0
302,302,381,1072980,U66@DOM1,C17693,C1737,U66,DOM1,,13,11.0,1311.0
303,303,382,1072989,U66@DOM1,C17693,C2012,U66,DOM1,,13,11.0,1311.0
304,304,383,1072998,U7761@C2519,C17693,C2519,U7761,C2519,,13,11.0,1311.0
305,305,384,1072998,U66@DOM1,C17693,C2079,U66,DOM1,,13,11.0,1311.0
306,306,385,1073108,U66@DOM1,C17693,C102,U66,DOM1,,13,11.0,1311.0
307,307,386,1073709,U66@DOM1,C17693,C1042,U66,DOM1,,13,11.0,1311.0
